PC  | CMD  | XYZ | P   | R0  | R1  | R2  | R3  | ZCNO
020 | REA  | 210 | --- | 001 | 23A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 23A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 23A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 23A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 23A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 23B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 23B | 23C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 23B | 23C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 23B | 23C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 23B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 23B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 23B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 23B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 23B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 23C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 23C | 23D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 23C | 23D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 23C | 23D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 23C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 23C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 23C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 23C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 23C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 23D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 23D | 23E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 23D | 23E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 23D | 23E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 23D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 23D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 23D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 23D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 23D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 23E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 23E | 23F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 23E | 23F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 23E | 23F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 23E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 23E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 23E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 23E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 23E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 23F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 23F | 240 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 23F | 240 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 23F | 240 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 23F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 23F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 23F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 23F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 23F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 240 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 240 | 241 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 240 | 241 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 240 | 241 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 240 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 240 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 240 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 240 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 240 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 241 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 241 | 242 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 241 | 242 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 241 | 242 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 241 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 241 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 241 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 241 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 241 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 242 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 242 | 243 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 242 | 243 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 242 | 243 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 242 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 242 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 242 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 242 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 242 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 243 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 243 | 244 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 243 | 244 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 243 | 244 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 243 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 243 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 243 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 243 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 243 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 244 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 244 | 245 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 244 | 245 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 244 | 245 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 244 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 244 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 244 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 244 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 244 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 245 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 245 | 246 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 245 | 246 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 245 | 246 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 245 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 245 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 245 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 245 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 245 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 246 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 246 | 247 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 246 | 247 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 246 | 247 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 246 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 246 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 246 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 246 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 246 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 247 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 247 | 248 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 247 | 248 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 247 | 248 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 247 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 247 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 247 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 247 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 247 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 248 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 248 | 249 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 248 | 249 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 248 | 249 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 248 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 248 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 248 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 248 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 248 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 249 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 249 | 24A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 249 | 24A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 249 | 24A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 249 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 249 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 249 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 249 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 249 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 24A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 24A | 24B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 24A | 24B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 24A | 24B | 001 | FFFF
020 | REA  | 210 | --- | 001 | 24A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 24A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 24A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 24A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 24A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 24B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 24B | 24C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 24B | 24C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 24B | 24C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 24B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 24B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 24B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 24B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 24B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 24C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 24C | 24D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 24C | 24D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 24C | 24D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 24C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 24C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 24C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 24C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 24C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 24D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 24D | 24E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 24D | 24E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 24D | 24E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 24D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 24D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 24D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 24D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 24D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 24E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 24E | 24F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 24E | 24F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 24E | 24F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 24E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 24E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 24E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 24E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 24E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 24F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 24F | 250 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 24F | 250 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 24F | 250 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 24F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 24F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 24F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 24F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 24F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 250 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 250 | 251 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 250 | 251 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 250 | 251 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 250 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 250 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 250 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 250 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 250 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 251 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 251 | 252 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 251 | 252 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 251 | 252 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 251 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 251 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 251 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 251 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 251 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 252 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 252 | 253 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 252 | 253 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 252 | 253 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 252 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 252 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 252 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 252 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 252 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 253 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 253 | 254 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 253 | 254 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 253 | 254 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 253 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 253 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 253 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 253 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 253 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 254 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 254 | 255 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 254 | 255 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 254 | 255 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 254 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 254 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 254 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 254 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 254 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 255 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 255 | 256 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 255 | 256 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 255 | 256 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 255 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 255 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 255 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 255 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 255 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 256 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 256 | 257 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 256 | 257 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 256 | 257 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 256 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 256 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 256 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 256 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 256 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 257 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 257 | 258 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 257 | 258 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 257 | 258 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 257 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 257 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 257 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 257 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 257 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 258 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 258 | 259 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 258 | 259 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 258 | 259 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 258 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 258 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 258 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 258 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 258 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 259 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 259 | 25A | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 259 | 25A | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 259 | 25A | 001 | FFFF
020 | REA  | 210 | --- | 001 | 259 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 259 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 259 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 259 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 259 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 25A | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 25A | 25B | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 25A | 25B | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 25A | 25B | 001 | FFFF
020 | REA  | 210 | --- | 001 | 25A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 25A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 25A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 25A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 25A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 25B | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 25B | 25C | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 25B | 25C | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 25B | 25C | 001 | FFFF
020 | REA  | 210 | --- | 001 | 25B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 25B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 25B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 25B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 25B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 25C | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 25C | 25D | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 25C | 25D | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 25C | 25D | 001 | FFFF
020 | REA  | 210 | --- | 001 | 25C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 25C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 25C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 25C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 25C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 25D | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 25D | 25E | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 25D | 25E | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 25D | 25E | 001 | FFFF
020 | REA  | 210 | --- | 001 | 25D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 25D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 25D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 25D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 25D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 25E | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 25E | 25F | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 25E | 25F | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 25E | 25F | 001 | FFFF
020 | REA  | 210 | --- | 001 | 25E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 25E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 25E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 25E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 25E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 25F | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 25F | 260 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 25F | 260 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 25F | 260 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 25F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 25F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 25F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 25F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 25F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 260 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 260 | 261 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 260 | 261 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 260 | 261 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 260 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 260 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 260 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 260 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 260 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 261 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 261 | 262 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 261 | 262 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 261 | 262 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 261 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 261 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 261 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 261 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 261 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 262 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 262 | 263 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 262 | 263 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 262 | 263 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 262 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 262 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 262 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 262 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 262 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 263 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 263 | 264 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 263 | 264 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 263 | 264 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 263 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 263 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 263 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 263 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 263 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 264 | 000 | 001 | FFFF
02A | ADD  | 213 | --- | 001 | 264 | 265 | 001 | FFFF
02B | JZ   | 000 | 02F | 001 | 264 | 265 | 001 | FFFF
02D | JMP  | 000 | 020 | 001 | 264 | 265 | 001 | FFFF
020 | REA  | 210 | --- | 001 | 264 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 264 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 264 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 264 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 264 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 265 | 000 | 001 | FFFF
